"norm_cidade","LOCAL_VOTACAO","Escola",match
"ITABERA","EE. BAIRRO TOME","BAIRRO DO TOME",1
"ITAPEVA","EE. PROFA. NICOTA SOARES","CEL JTO A EE NICOTA SOARES",1
"RIBEIRAO BRANCO","EMEF. MORRO ALTO","BAIRRO MORRO ALTO EMEF",1
"ITAPIRA","EE PROF CANDIDO MOURA","CANDIDO DE MOURA PROF",1
"ITATIBA","CENTRO EDUCACIONAL SESI","BOM JESUS COLEGIO",1
"ITATIBA","CENTRO EDUCACIONAL SESI","NEXT COLEGIO",1
"ITATIBA","CENTRO EDUCACIONAL SESI","TRIACAO COLEGIO",1
"JAU","EE. MAJOR PRADO","PRADO MAJOR",1
"JAU","EE. FREI GALVAO","GALVAO FREI",1
"JOSE BONIFACIO","EM. URANIA COSTA","URANIA COSTA DE LIMA PROFESSORA ESCOLA MUNICIPAL",1
"LIMEIRA","EE. BRASIL","BRASIL",1
"LIMEIRA","EE. PROF. DORIVALDO DANN","DORIVALDO DAMM PROFESSOR",1
"LORENA","EMEIEF SANTA EDWIRGES","SANTA EDWIGES ESCOLA MUNICIPAL",1
"LORENA","E.E. PROFº AROLDO AZEVEDO","ARNOLFO AZEVEDO",1
"MIRASSOL","EEPSG. TUFI MADI","TUFI MADI",1
"MOGI MIRIM","EE CORONEL VENANCIO","VENANCIO CORONEL",1
"MOGI MIRIM","EE MONSENHOR NORA","CEL JTO A EE MONSENHOR NORA",1
"MARAPOAMA","EE. BENTO SIQUEIRA","BENTO DE SIQUEIRA PROFESSOR",1
"NOVO HORIZONTE","EE. PROFESSOR MARIO FLORENCE","CEL JTO A EE MARIO FLORENCE PROFESSOR",1
"OLIMPIA","EEPSG. DONA  ANITA COSTA","ANITA COSTA DONA",1
"OLIMPIA","EEPG. SANTO SENO","SANTO SENO EMEB",1
"MACATUBA","EM. ODILA GALLI","ODILA GALLI LISTA EM",1
"PEDERNEIRAS","EE. ANCHIETA","ANCHIETA",1
"PILAR DO SUL","EE. PADRE ANCHIETA","ANCHIETA PADRE",1
"TAPIRAI","EE. CEL. JOAO ROSA","CEL JTO A EE JOAO ROSA CEL",1
"PINDAMONHANGABA","EE. DR. ALFREDO PUJOL","CEL JTO A EE ALFREDO PUJOL DOUTOR",1
"PINDAMONHANGABA","EM. SERAFIM FERREIRA","ESCOLA MUNICIPAL SERAFIM FERREIRA - SR SARA",1
"ESPIRITO SANTO DO PINHAL","EE CEL. BATISTA NOVAES","BATISTA NOVAIS CORONEL",1
"ESPIRITO SANTO DO PINHAL","EE CARDEAL LEME","LEME CARDEAL",1
"PIRACICABA","EE. DR. PRUDENTE","PRUDENTE DOUTOR",1
"PIRASSUNUNGA","EE CORONEL FRANCO","FRANCO CORONEL",1
"PRESIDENTE PRUDENTE","E. E. PROFº HUGO MIELLI","HUGO MIELE PROFESSOR",1
"PROMISSAO","EE PROF. DR. MOACYR MIRANDA PINTO","MOACYR MIRANDA PINTO PROFESSOR DOUTOR",1
"JOAO RAMALHO","E.E. DE JOAO RAMALHO","CEMEI CENTRO MUNICIPAL DE EDUCACAO INFANTIL DE JOAO RAMALHO",1
"SERRA AZUL","EE  DE SERRA AZUL","SERRA AZUL",1
"SANTOS","EE. BARNABE","BARNABE",1
"CUBATAO","UME PADRE JOSE DE ANCHIETA","JOSE DE ANCHIETA PADRE UNIDADE MUNICIPAL DE ENSINO",1
"CUBATAO","UME JOAO RAMALHO","JOAO RAMALHO UNIDADE MUNICIPAL DE ENSINO",1
"CUBATAO","UME ESTADO DO PARA","ESTADO DO PARA UNIDADE MUNICIPAL DE ENSINO",1
"CUBATAO","UME PADRE MANOEL DA NOBREGA","MANOEL DA NOBREGA PADRE UNIDADE MUNICIPAL DE ENSINO",1
"CUBATAO","UME RUI BARBOSA","RUI BARBOSA UNIDADE MUNICIPAL DE ENSINO",1
"CUBATAO","UME SOFIA  ZARZUR","SOFIA ZARZUR UNIDADE MUNICIPAL DE ENSINO",1
"SAO JOAO DA BOA VISTA","EE CEL.JOAQUIM JOSE-EM","JOAQUIM JOSE CORONEL",1
"SAO JOAQUIM DA BARRA","E.M.E.I. ARTHUR PARADA","PARQUE ARTHUR PARADA EMEI",1
"SAO JOSE DO RIO PRETO","EE CARDEAL LEME","LEME CARDEAL",1
"SAO JOSE DO RIO PRETO","EE PIO X","PIO X",1
"SAO JOSE DOS CAMPOS","ESCOLA MONTEIRO LOBATO","MONTEIRO LOBATO EEIFM",1
"REDENCAO DA SERRA","E.E. CORONEL QUEIROZ","QUEIROZ CORONEL",1
"SAO MANUEL","COLEGIO HOLUS SAO MANUEL","HOLUS COLEGIO",1
"SAO SEBASTIAO","EMEI PONEI AZUL","PONEI AZUL ENSEADA EMEI",1
"SAO SEBASTIAO","ESCOLA MUNICIPAL DA TOPOLANDIA","TOPOLANDIA ESCOLA MUNICIPAL DA",1
"TANABI","EE. PADRE FIDELIS","FIDELIS PADRE",1
"TAQUARITINGA","EE NOVE DE JULHO","9 DE JULHO",1
"ARCO-IRIS","EE. PROF. AUDA MALTA","AUDA MALTA PROFESSORA",1
"ELDORADO","EE. DO BAIRRO BRACO","BAIRRO DO BRACO EMEIF",1
"ELDORADO","EE. BAIRRO AREADO","BAIRRO AREADINHO EMEI",1
"LENCOIS PAULISTA","EE DOUTOR PAULO ZILLO","LUIZ ZILLO EMEF",1
"SAO CAETANO DO SUL","EEPG. PROFA. JOANA MOTTA","JOANA MOTTA PROFESSORA",1
"MATAO","EE PROF ODONE BELLINI","ODONE BELLINE PROF",1
"REGISTRO","EE  DOUTOR  FABIO BARRETO","CEL JTO A EE FABIO BARRETO DOUTOR",1
"SAO BERNARDO DO CAMPO","COC","COLEGIO COC",1
"GUARULHOS","EE. MARIA LEONI - 1082","MARIA LEONI",1
"GUARULHOS","EE. PROFª ALICE CHUERY","CEL JTO A EE ALICE CHUERY PROFESSORA",1
"GUARULHOS","EE. COCAIA","COCAIA",1
"SAO VICENTE","ESCOLA TECNICA FORTEC","ESCOLA FORTEC",1
"SANTA FE DO SUL","EE PROF ITAEL DE MATTOS","CEL JTO A EE ITAEL DE MATOS PROFESSOR",1
"LEME","EE. PROFª ALTIMIRA PINCK","ALTIMIRA PINKE PROFESSORA",1
"ITANHAEM","EM. LIONS CLUBE","LIONS CLUBE ESCOLA MUNICIPAL",1
"APARECIDA","EE. MURILO DO AMARAL","CEL JTO A EE MURILLO DO AMARAL PROF",1
"APARECIDA","EMEF. DR. EDGARD SOUZA","EDGARD DE SOUZA DR",1
"CAIEIRAS","EE. ALBINO FIORI","ALBINO FIORE",1
"CARAGUATATUBA","COLEGIO MODULO","MODULO EDUCACAO INFANTIL ENSINO FUNDAMENTAL",1
"GUARUJA","EM. PAULO FREIRE","PAULO FREIRE ESCOLA MUNICIPAL",1
"BURITAMA","EEPG ALVARO ALVIM","ALVARO ALVIM",1
"MOGI GUACU","EE PADRE ARMANI","ARMANI PADRE",1
"MIRACATU","EE BIGUA","BIGUA",1
"POA","EE BATUIRA","BATUIRA",1
"VOTORANTIM","EE. PROF. DANIEL VERANO","CEL JTO A EE DANIEL VERANO PROFESSOR",1
"SALTO","EE PROFESSOR PAULA SANTOS","CEL JTO A EE PAULA SANTOS PROFA",1
"SALTO","EE. PROF ACYLINO A GURGEL","ACYLINO AMARAL GURGEL PROF",1
"CANDIDO MOTA","EEPG.SANTO HINO","SANTO HINO",1
"COTIA","COLEGIO VIA SAPIENS","VIA SAPIENS ENSINO FUNDAMENTAL I",1
"COTIA","E.M JARDIM SAO MIGUEL","BAIRRO SAO MIGUEL EM",1
"JACUPIRANGA","E E  'CORONEL MIGUEL ABU-YAGHI'","MIGUEL ABU YAGHI CORONEL",1
"DOLCINOPOLIS","EEPSG BATISTA DOLCI","BAPTISTA DOLCI",1
"TAQUARITUBA","EEPSG. JOSE PENNA","JOSE PENNA",1
"PIRACICABA","EE. PROFº DR. JOAO CHIARINI","JOAO CHIARINI DOUTOR PROFESSOR",1
"SANTO ANDRE","CIDADE EL SHADAI CENTRO EDUCACIONAL","EL SHADAI CENTRO EDUCACIONAL",1
"SAO JOSE DO RIO PRETO","EM ROBERTO JORGE","ROBERTO JORGE EM",1
"SAO JOSE DO RIO PRETO","EM PROFº DR. HALIM ATIQUE","HALIM ATIQUE PROF DR EM",1
"PIRACICABA","EE. PROFª OLIVIA BIANCO","OLIVIA CAPRANICO PROFA ESCOLA MUNICIPAL",1
"BERTIOGA","EE. WILLIAN AURELI","WILLIAM AURELI",1
"BERTIOGA","EMEIF. VISTA LINDA","JARDIM VISTA LINDA ESCOLA MUNICIPAL",1
"SANTOS","COLEGIO DO CARMO","CARMO COLEGIO",1
"SANTOS","COLEGIO ATENEU SANTISTA","ATENEU SANTA MARIA ESCOLA DE EDUCACAO INFANTIL",1
"SANTOS","E.E. PROF. PRIMO FERREIRA","CEL JTO A EE PRIMO FERREIRA PROF",1
"CAMPINAS","E.E. PROF. PAULO LUIZ DECOURT","CEEJA PAULO DECOURT",1
"GUARULHOS","EE. ROTARY","ROTARY",1
"SAO BERNARDO DO CAMPO","EE. ISMAEL DA SILVA JR.","ISMAEL DA SILVA JUNIOR PROFESSOR",1
"COTIA","CE. VITORIA REGIA","VITORIA REGIA CENTRO EDUCACIONAL",1
"VARGEM GRANDE PAULISTA","EE. LAERCIO SURIN","LAERCIO SURIM",1
"MOGI DAS CRUZES","EE. PROF. CID BOUCAULT","ISIDORO BOUCAULT DR EM",1
"RIO CLARO","EM DOM PEDRO I","PEDRO DOM I ESCOLA MUNICIPAL",1
"PERUIBE","EE OTONIEL JUNQUEIRA","CEL JTO A EE OTTONIEL JUNQUEIRA PROFESSOR",1
"PERUIBE","EE CARMEM MIRANDA","CARMEN MIRANDA",1
"ARACATUBA","EE. LUIS GAMA","LUIZ GAMA",1
"BAURU","EE. PROF. MORAES PACHECO","MORAIS PACHECO PROF",1
"BAURU","EE. MAJOR  FRAGA","FRAGA MAJOR",1
"SANTO ANDRE","EE.PAULO EMILIO SALLES","PAULO EMILIO SALLES GOMES",1
"GUARUJA","EEPG. PROF. IDALINO-PINEZ","IDALINO PINEZ PROFESSOR",1
"GUARUJA","COLEGIO OMEGA II","OMEGA COLEGIO II",1
"GUARUJA","EM ANGELINA DAIGE","ANGELINA DAIGE ESCOLA MUNICIPAL",1
"PAULINIA","E.E. GENERAL PORPHYRIO DA PAZ","CEL JTO A EE PORPHYRIO DA PAZ GENERAL",1
"DIADEMA","EE. PADRE ANCHIETA","ANCHIETA PADRE",1
"OSASCO","EE. PROF. DR. LUIZ LUSTOSA DA SILVA","LUIZ LUSTOSA DA SILVA PROFESSOR DOUTOR",1
"ARUJA","PRE ESCOLA MUNICIPAL -  UNIDADE XII","ARUJA EMEI UNIDADE XII",1
"MAUA","EE. VILA MAGINE II","VILA MAGINI II",1
"SAO VICENTE","EE PROF LUIZ D'AUREA","LUIZ D AUREA PROFESSOR",1
"EMBU DAS ARTES","E.E. -  CHB EMBU N","CHB EMBU N II",1
"EMBU DAS ARTES","E.M. ESTELA","JARDIM ESTELA EM",1
"SOROCABA","EE. SENADOR VERGUEIRO","VERGUEIRO SENADOR",1
"SOROCABA","EM. SOROCABA LESTE","SOROCABA - LESTE EM",1
"CERQUILHO","E M E F PADRE JULIO HOLTZ","JULIO PRESTES HOLTZ PADRE EMEF",1
"ITAPEVI","EE PADRE ROMEU MECCA","ROMEO MECCA PADRE",1
"SUMARE","EM. MARIA ANTONIA","JARDIM MARIA ANTONIA ESCOLA MUNICIPAL",1
"FRANCISCO MORATO","EM PAULO FREIRE","PAULO FREIRE ESCOLA MUNICIPAL",1
"FRANCISCO MORATO","CENTRO EDUCACIONAL SOBEN","SOBEN CENTRO EDUCACIONAL",1
"ILHA SOLTEIRA","EE URUBUPUNGA","CEL JTO A EE URUBUPUNGA",1
"ITAQUAQUECETUBA","E.E. VILA ARIZONA","VILA ARIZONA I",1
"CAMPINAS","E.E. PADRE JOSE DOS SANTOS","CEL JTO A EE JOSE DOS SANTOS PADRE",1
"CAMPINAS","EE MARECHAL MALLET","MALLET MARECHAL",1
"CAMPINAS","COLEGIO EDUCAP CAMPINAS","EDUCAP COLEGIO",1
"RIBEIRAO PIRES","CENTRO EDUCACIONAL TOTH LTDA-ME","COLEGIO TOTH",1
"GUARULHOS","EM PADRE MANUEL DE PAIVA","EPG - EPG MANOEL DE PAIVA PADRE",1
"GUARULHOS","EM MOREIRA MATOS","EPG - EPG MOREIRA MATOS",1
"GUARULHOS","EM MARIO QUINTANA","EPG - EPG MARIO QUINTANA",1
"GUARULHOS","EE. CIDADE SOINCO DOIS","CIDADE SOIMCO II",1
"GUARULHOS","EM. ANISIO TEIXEIRA","EPG - EPG ANISIO TEIXEIRA",1
"GUARULHOS","EM. GLORINHA PIMENTEL","EPG - EPG GLORINHA PIMENTEL",1
"FERRAZ DE VASCONCELOS","EE. IIJIMA","IIJIMA",1
"TAUBATE","E.E.P.G. DEP. CESAR COSTA","CESAR COSTA DEPUTADO",1
"SAO JOSE DOS CAMPOS","E.E. PROF. ESTEVAM FERRI","CEL JTO A EE ESTEVAN FERRI PROFESSOR",1
"SAO JOSE DOS CAMPOS","E.E. MARECHAL RONDON","RONDON MARECHAL",1
"SUZANO","EE. PROF. RAUL BRASIL","CEL JTO A EE RAUL BRASIL PROFESSOR",1
"SUZANO","EE. PROF. MASAITI SEKINI","MASAITI SEKINE PROFESSOR",1
"TABOAO DA SERRA","EE. NEUZA DEMETRIO","NEUSA DEMETRIO PROFESSORA",1
"ITAQUAQUECETUBA","EE. PIRATININGA II","PARQUE PIRATININGA II",1
"ITAQUAQUECETUBA","EE. PROFª CARMEN NETO SANTOS","CARMEN NETTO DOS SANTOS PROFESSORA",1
"CAMPINAS","ESCOLA ASTHER ESCOLA DE EDUCACAO INFANTIL E PRIMEIRO GRAU","ASTHER COLEGIO",1
"JUNDIAI","EE. PROFº JOSE SILVA JR.","JOSE SILVA JUNIOR PROFESSOR",1
"ARAGUAINA","COLEGIO APLICACAO","COLEGIO DE APLICACAO",1
"GURUPI","COLEGIO ESTADUAL BOM JESUS","CENTRO DE ENSINO MEDIO BOM JESUS",1
"COLINAS DO TOCANTINS","COLEGIO EINSTEIN","COL ALBERT EINSTEIN",1
"MIRACEMA DO TOCANTINS","COLEGIO ESTADUAL SANTA TEREZINHA","CENTRO DE ENSINO MEDIO SANTA TEREZINHA",1
"PARAISO DO TOCANTINS","ESCOLA MUNICIPAL DE 1 GRAU SANTA ROSA","ESC MUNICIPAL STA ROSA",1
"TOCANTINOPOLIS","COLEGIO ESTADUAL DARCY MARINHO","CENTRO DE ENSINO MEDIO GIRASSOL DE TEMPO INTEGRAL DARCY MARINHO",1
"SAO MIGUEL DO TOCANTINS","ESCOLA ESTADUAL SAO MIGUEL","ESCOLA EST SAO MIGUEL",1
"ANANAS","ESCOLA MUNICIPAL CHAPADINHA 2","ESC MUL B CHAPADINHA II",1
"ALVORADA","COLEGIO MUNICIPAL DE ALVORADA - EXTENSAO","ESCOLA MUNICIPAL DE ALVORADA",1
"PARANA","COLEGIO ESTADUAL DO TIGRE","ESCOLA MUNICIPAL TIGRE",1
"NATIVIDADE","ESCOLA MUNICIPAL JACUBINHA I","ESC MUL JACUBINHA I SEDE",1
"DIANOPOLIS","ESCOLA ESTADUAL ANTONIO POVOA","CENTRO DE ENSINO MEDIO ANTONIO POVOA",1
"PONTE ALTA DO TOCANTINS","ESCOLA ESTADUAL JOANA MEDEIROS","ESC ESTADUAL JOANA MEDEIROS",1
"ITACAJA","ESCOLA DA ALDEIA SANTA CRUZ","ESC INDIGENA SANTA CRUZ",1
